crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
banana,Annual,Clay Loam,5.25,134.93,28.35,236.95,1.2,3571.9,25.55,19.72,31.05,91.32,4.92,Drip,1,116.7,63.45,97.31,2.34,3.38,1,0,0.0,27554.5,591.1,23.32,Malnad,32645.86
banana,Annual,Red Loam,5.23,273.45,22.33,238.07,3.31,2851.1,30.75,21.94,34.17,71.42,3.92,Canal,4,125.71,29.61,64.17,0.66,1.84,1,1,0.0,37509.4,849.8,22.36,Malnad,32984.13
banana,Annual,Laterite,5.83,281.97,19.5,222.78,3.07,3124.7,30.54,19.87,35.66,91.17,5.63,Drip,3,142.74,74.98,94.52,2.85,2.66,0,1,0.0,30354.1,697.4,20.55,Malnad,34290.24
banana,Annual,Laterite,5.18,129.73,25.69,205.52,2.59,3121.9,30.24,23.82,34.21,89.54,3.51,Canal,6,152.91,60.09,121.69,1.54,7.1,0,0,0.0,35825.4,278.6,7.16,Midland,33486.82
banana,Annual,Laterite,4.88,185.16,33.98,104.68,1.19,3071.1,23.78,19.71,28.2,71.29,4.91,Drip,2,109.71,51.37,45.14,1.8,7.78,1,1,0.0,30752.4,729.2,14.63,Malnad,30517.26
banana,Annual,Laterite,5.51,276.84,13.75,285.69,1.38,2889.1,24.34,19.05,32.79,80.31,5.96,Drip,1,164.85,47.03,80.51,3.78,9.98,0,1,0.0,30318.4,742.3,6.74,Malnad,32514.96
banana,Annual,Sandy Loam,6.19,242.88,13.18,218.38,2.65,3539.2,27.67,21.67,31.59,66.78,4.16,Canal,3,189.04,38.6,110.99,3.82,2.21,0,0,0.0,35001.8,927.4,25.29,Malnad,33666.47
banana,Annual,Red Loam,4.59,262.06,27.85,265.87,0.86,3206.8,23.05,18.79,33.97,81.91,5.04,Canal,6,107.02,60.15,127.14,1.41,1.78,0,1,0.0,27623.1,22.1,14.07,Coastal,33777.57
banana,Annual,Red Loam,5.61,127.95,25.59,295.18,3.3,3428.0,23.62,19.44,32.27,75.91,4.64,Sprinkler,2,189.94,45.17,45.55,3.91,2.51,1,1,0.0,29169.8,623.4,34.46,Malnad,33668.03
banana,Annual,Laterite,5.37,198.35,45.44,174.42,2.11,2879.1,26.98,21.51,30.52,66.06,6.4,Sprinkler,2,101.27,59.14,133.54,1.99,7.34,1,1,0.0,26863.1,121.5,11.13,Midland,32525.26
banana,Annual,Clay Loam,6.31,315.36,43.75,128.54,2.49,3736.2,26.42,19.36,33.32,65.62,7.05,Drip,1,193.47,76.36,45.66,4.27,6.54,1,1,0.0,30002.4,281.6,16.58,Midland,36786.75
banana,Annual,Laterite,5.01,145.16,32.85,297.93,1.0,3624.5,25.29,19.44,33.94,76.17,4.42,Canal,7,179.95,34.28,107.12,4.28,1.96,0,0,0.0,26720.4,249.4,11.27,Midland,34324.9
banana,Annual,Clay Loam,4.62,343.82,14.46,111.61,2.99,3341.4,29.28,20.67,32.58,79.51,3.7,Sprinkler,2,72.71,34.27,50.79,3.5,7.24,1,1,0.0,38191.1,74.3,17.65,Coastal,32526.77
banana,Annual,Laterite,5.29,181.3,15.93,132.63,1.89,3328.9,29.63,21.93,33.87,68.52,7.37,Drip,1,187.56,23.57,136.52,0.58,4.32,0,1,0.0,29965.3,347.8,29.62,Midland,33229.96
banana,Annual,Clay Loam,4.52,296.6,54.4,92.72,2.97,3242.5,30.1,18.45,33.88,72.83,4.91,Drip,1,62.61,35.17,111.52,1.77,1.68,1,1,0.0,30065.8,868.8,11.74,Malnad,31916.95
banana,Annual,Sandy Loam,5.06,322.77,29.49,220.02,3.28,2811.2,24.23,19.86,34.58,67.25,5.7,Canal,4,134.51,56.33,46.21,0.71,7.01,0,1,0.0,30446.9,226.0,15.91,Midland,31964.72
banana,Annual,Clay Loam,5.66,305.22,41.06,217.77,2.7,3185.6,22.2,18.64,29.52,76.6,7.33,Drip,3,113.47,28.72,82.71,1.91,8.72,0,1,0.0,27699.7,226.2,17.32,Midland,33899.27
banana,Annual,Red Loam,5.26,232.64,40.66,221.09,1.98,3614.0,28.27,19.86,33.23,66.65,7.02,Sprinkler,5,148.79,29.66,98.22,1.24,7.44,1,1,0.0,27634.0,141.1,34.89,Midland,36428.5
banana,Annual,Red Loam,5.15,313.05,47.96,293.8,1.43,2941.0,31.2,25.43,35.23,80.42,4.28,Sprinkler,4,62.85,24.19,117.27,1.77,9.4,1,1,0.0,33784.5,56.3,20.07,Coastal,32632.03
banana,Annual,Red Loam,5.19,186.76,55.65,208.0,3.39,3697.4,28.6,19.06,35.06,81.91,7.24,Canal,5,63.51,37.13,118.68,1.39,9.84,1,0,0.0,27150.6,47.2,32.04,Coastal,35222.06
banana,Annual,Laterite,5.09,248.46,50.02,272.55,2.95,3783.3,28.11,22.84,31.5,80.57,5.12,Drip,1,99.34,60.47,102.95,2.43,1.04,0,0,0.0,36217.0,848.1,8.51,Malnad,33994.44
banana,Annual,Clay Loam,5.29,293.65,51.27,84.55,1.38,3746.9,30.7,20.09,34.43,86.06,3.92,Sprinkler,4,91.54,73.7,131.39,0.64,8.8,1,1,0.0,29035.4,733.2,1.75,Malnad,34904.2
banana,Annual,Red Loam,5.44,209.7,38.21,82.12,1.47,3642.4,25.61,20.73,33.5,87.42,6.18,Drip,1,152.59,62.57,73.2,3.85,2.41,0,0,0.0,27385.4,890.1,13.4,Malnad,32507.53
banana,Annual,Red Loam,6.1,223.14,56.9,218.87,3.35,3479.2,31.23,18.95,34.42,74.2,5.65,Drip,3,175.47,49.86,136.73,1.25,5.87,0,1,0.0,37763.0,679.5,23.63,Malnad,35851.37
banana,Annual,Laterite,5.21,271.02,28.99,88.33,1.28,3469.6,27.09,22.94,30.34,91.96,3.68,Drip,1,118.19,37.32,88.54,0.64,7.22,0,1,0.0,36789.3,393.1,16.4,Midland,32381.5
banana,Annual,Red Loam,6.03,306.4,56.25,285.54,2.57,2871.2,27.22,21.19,35.76,83.9,5.02,Drip,1,105.39,55.8,82.06,2.48,7.51,1,1,0.0,28545.8,604.9,9.55,Malnad,33905.77
banana,Annual,Red Loam,4.91,234.82,26.95,168.53,3.43,3606.3,31.75,24.13,34.84,70.02,6.47,Drip,3,78.69,65.27,43.37,1.91,2.34,0,1,0.0,38112.3,419.0,14.62,Malnad,33429.99
banana,Annual,Red Loam,5.28,141.86,25.1,241.47,2.96,3249.2,27.82,23.27,31.87,80.48,4.03,Drip,1,66.51,28.84,62.16,0.99,2.55,0,0,0.0,26559.5,223.8,11.63,Midland,30021.99
banana,Annual,Red Loam,5.67,302.48,48.13,205.08,1.65,3744.5,22.37,18.17,35.45,79.61,5.62,Drip,2,84.34,24.68,60.06,1.81,8.82,1,0,0.0,36187.1,767.3,6.77,Malnad,33907.89
banana,Annual,Red Loam,4.73,223.55,32.51,219.68,1.3,3731.2,27.85,23.72,30.95,67.61,7.26,Canal,4,71.84,72.64,128.79,2.23,1.9,1,0,0.0,35022.7,306.2,30.72,Midland,33925.76
banana,Annual,Laterite,5.89,319.5,37.4,253.8,2.2,3614.8,31.59,18.79,34.62,91.12,7.25,Drip,1,164.17,57.06,88.33,2.21,4.35,1,1,0.0,27808.8,639.6,15.37,Malnad,36497.68
banana,Annual,Laterite,5.94,216.31,57.94,146.86,2.32,3302.6,26.08,19.35,30.11,77.46,3.55,Canal,4,155.8,79.68,136.26,1.38,2.04,1,0,0.0,36930.5,390.9,34.97,Midland,34346.22
banana,Annual,Red Loam,4.84,119.25,31.07,180.02,3.27,3757.7,24.34,18.49,32.42,91.52,6.61,Canal,3,176.38,71.95,76.13,1.79,5.53,1,0,0.0,30450.5,553.9,17.15,Malnad,35245.1
banana,Annual,Red Loam,4.71,317.11,20.97,215.44,3.45,3052.3,26.86,21.24,35.51,88.57,7.43,Drip,2,65.13,28.08,140.31,2.45,3.53,1,1,0.0,28568.8,684.5,9.59,Malnad,32826.77
banana,Annual,Clay Loam,5.87,115.56,17.04,228.17,2.66,3698.1,31.91,25.26,35.12,77.75,3.7,Drip,2,145.01,28.07,137.28,0.9,1.26,0,1,0.0,31323.7,896.9,5.11,Malnad,33718.02
banana,Annual,Red Loam,5.6,212.98,26.98,292.98,1.12,3215.0,23.5,18.78,33.93,80.37,4.13,Sprinkler,3,99.59,57.76,46.82,2.22,6.31,1,1,0.0,35367.2,912.1,27.55,Malnad,32769.36
banana,Annual,Sandy Loam,6.26,130.77,46.6,238.37,2.9,2916.4,30.67,18.45,34.0,84.87,7.44,Drip,1,193.63,56.81,62.86,4.25,9.83,1,1,0.0,29588.3,696.1,3.65,Malnad,33194.26
banana,Annual,Laterite,5.51,216.05,53.44,110.26,3.28,2890.2,25.75,19.6,34.96,84.71,6.99,Canal,3,154.46,74.87,77.65,0.64,8.19,1,0,0.0,32314.9,265.8,5.73,Midland,32440.86
banana,Annual,Clay Loam,5.54,202.95,24.55,205.32,1.89,3284.1,30.05,24.03,33.19,74.67,5.77,Drip,2,130.24,50.23,143.3,3.55,2.5,1,1,0.0,30983.7,876.6,4.07,Malnad,33385.78
banana,Annual,Red Loam,5.86,216.63,39.09,236.7,2.37,3557.6,24.49,18.44,28.9,79.53,5.91,Drip,2,164.13,29.51,146.58,4.05,4.31,1,1,0.0,37943.5,156.1,9.87,Midland,35310.38
banana,Annual,Laterite,6.28,195.12,38.75,263.62,1.28,3616.7,22.95,18.73,28.31,88.8,3.86,Rainfed,0,134.25,53.47,137.98,2.82,2.37,1,1,0.0,34908.4,425.8,7.04,Malnad,33444.68
banana,Annual,Laterite,6.48,205.08,50.92,186.74,3.06,3098.0,27.15,20.88,30.81,82.62,6.63,Drip,1,183.71,66.62,61.85,4.23,8.59,0,1,0.0,28616.7,199.8,22.58,Midland,32826.7
banana,Annual,Laterite,5.43,133.47,48.71,115.52,1.39,2864.3,31.27,18.18,35.44,85.23,5.58,Drip,1,99.11,52.92,123.23,3.24,4.13,0,0,0.0,35583.7,891.8,26.91,Malnad,29921.32
banana,Annual,Sandy Loam,6.17,254.15,25.6,166.08,2.77,3358.8,25.32,19.37,35.18,79.0,7.04,Canal,5,136.34,78.12,48.8,2.27,1.6,1,1,0.0,28202.6,355.1,13.8,Midland,35228.49
banana,Annual,Clay Loam,4.61,147.05,31.11,177.97,1.53,3781.6,31.25,18.81,35.49,70.77,7.38,Canal,5,69.99,22.39,75.23,2.72,5.72,1,1,0.0,27100.2,760.7,7.38,Malnad,32825.94
banana,Annual,Laterite,5.61,194.41,46.56,269.12,2.63,2849.8,31.07,22.0,34.94,88.92,6.79,Canal,6,66.83,49.67,134.02,3.56,9.87,1,1,0.0,27001.9,873.2,12.38,Malnad,33694.57
banana,Annual,Clay Loam,5.54,321.21,22.07,289.5,1.11,3296.8,26.64,20.27,33.93,73.03,5.31,Drip,1,192.42,38.14,67.89,1.23,4.38,0,1,0.0,34027.0,172.4,34.16,Midland,33805.93
banana,Annual,Clay Loam,5.05,297.84,23.05,128.75,0.89,2934.3,27.05,20.97,34.07,87.67,6.89,Sprinkler,3,102.1,34.73,53.07,1.16,7.61,0,1,0.0,31549.4,800.3,12.64,Malnad,31208.1
banana,Annual,Clay Loam,4.84,211.85,55.2,99.88,1.09,2869.3,27.92,19.12,35.52,91.38,7.02,Drip,2,82.97,30.6,110.12,2.79,5.52,1,1,0.0,33320.0,241.3,5.01,Midland,31207.72
banana,Annual,Laterite,4.52,173.46,52.49,154.87,1.28,2912.8,27.96,18.81,33.1,72.05,6.76,Canal,5,98.2,22.53,86.52,1.96,3.5,0,1,0.0,27076.7,99.6,14.39,Coastal,31147.21
banana,Annual,Red Loam,5.01,148.11,10.69,220.53,3.45,3453.0,31.01,20.31,35.01,66.23,6.67,Canal,5,180.43,50.96,64.01,2.3,8.67,1,0,0.0,36797.4,98.9,11.88,Coastal,34122.23
banana,Annual,Clay Loam,4.88,143.38,38.08,244.56,1.03,3369.3,31.83,26.59,35.23,78.15,4.39,Canal,6,124.72,40.72,102.07,3.31,1.71,1,0,0.0,26599.0,809.8,4.98,Malnad,31955.36
banana,Annual,Red Loam,5.44,261.11,34.06,149.25,2.38,3795.8,24.3,18.62,33.18,88.84,4.79,Drip,2,179.36,74.18,136.17,2.46,3.14,0,1,0.0,33722.3,413.8,3.9,Malnad,36027.29
banana,Annual,Red Loam,6.2,140.97,46.57,190.05,1.3,2903.2,25.44,20.4,31.57,89.87,5.09,Canal,6,78.44,45.76,148.03,2.81,9.41,0,0,0.0,33430.2,315.4,33.81,Midland,31814.89
banana,Annual,Clay Loam,6.32,130.55,47.87,254.5,2.02,3546.0,24.38,19.18,29.67,78.62,6.23,Sprinkler,2,72.83,49.02,50.81,1.9,8.82,1,0,0.0,38091.4,30.0,10.81,Coastal,31749.66
banana,Annual,Red Loam,5.38,284.87,52.9,97.46,1.7,3660.1,25.64,19.4,34.92,77.41,4.05,Drip,1,152.32,40.32,101.45,1.74,8.91,1,0,0.0,30859.7,613.7,3.07,Malnad,33911.6
banana,Annual,Clay Loam,6.36,152.61,51.64,192.52,3.35,3261.3,22.14,18.33,30.15,91.52,4.86,Drip,1,193.2,72.4,56.6,3.85,6.7,0,0,0.0,36014.8,877.4,14.91,Malnad,32166.6
banana,Annual,Laterite,5.64,149.96,22.76,296.19,2.15,2973.8,28.65,18.52,34.94,88.69,4.26,Canal,5,184.94,68.28,43.68,1.06,9.85,0,1,0.0,31610.2,34.9,5.15,Coastal,34151.39
banana,Annual,Sandy Loam,5.7,107.36,51.85,210.08,1.41,3515.1,29.19,22.58,34.61,78.34,5.35,Sprinkler,2,175.22,76.32,143.66,2.94,6.59,1,1,0.0,29774.9,807.1,0.01,Malnad,34732.76
banana,Annual,Sandy Loam,6.26,295.76,42.25,218.85,1.95,2827.5,28.27,19.49,32.26,72.63,4.88,Drip,1,197.24,58.18,84.12,0.69,8.51,0,1,0.0,35012.3,728.8,22.13,Malnad,33096.3
banana,Annual,Clay Loam,6.39,286.07,43.26,198.32,3.15,3612.5,25.12,19.28,30.2,71.61,6.19,Drip,3,179.83,33.56,142.85,2.29,3.64,0,1,0.0,29537.0,424.3,17.8,Malnad,35801.94
banana,Annual,Clay Loam,6.29,250.52,32.84,117.23,2.31,3085.0,30.36,22.31,33.36,76.17,7.04,Drip,1,88.88,23.9,77.87,4.16,3.34,0,1,0.0,31626.3,457.2,32.64,Malnad,30898.26
banana,Annual,Red Loam,6.25,101.07,59.69,165.29,1.7,3506.6,28.13,20.12,31.46,86.71,6.08,Drip,3,134.06,20.7,98.89,3.18,2.71,1,0,0.0,36181.1,639.8,34.17,Malnad,33083.64
banana,Annual,Clay Loam,5.55,191.97,57.52,216.34,1.52,3015.1,28.92,20.74,33.1,71.21,4.09,Canal,5,108.11,48.07,67.47,4.32,1.86,1,1,0.0,31811.2,464.0,6.21,Malnad,32607.35
banana,Annual,Clay Loam,5.71,132.72,32.65,141.61,2.92,2936.1,28.35,18.05,31.49,80.87,6.96,Drip,1,118.8,25.39,128.88,2.42,2.77,1,1,0.0,38088.5,136.7,3.23,Midland,31851.94
banana,Annual,Red Loam,5.51,293.77,54.59,210.43,3.25,3241.5,30.58,18.28,35.22,75.63,6.42,Drip,2,137.34,71.4,130.55,4.41,2.98,1,1,0.0,32451.4,884.3,30.36,Malnad,34776.33
banana,Annual,Clay Loam,5.92,255.5,24.24,282.66,2.11,3695.7,24.45,18.44,32.77,78.04,5.07,Drip,2,196.58,39.52,108.75,3.66,3.26,0,1,0.0,33075.0,119.0,11.15,Midland,35508.84
banana,Annual,Red Loam,4.71,335.83,29.96,221.91,2.78,3480.3,29.27,21.99,35.8,77.43,6.9,Sprinkler,2,171.78,57.79,137.7,3.02,2.84,0,1,0.0,38116.9,235.0,31.97,Midland,35826.02
banana,Annual,Laterite,5.59,206.92,18.93,172.57,1.12,3101.9,22.78,18.43,35.71,83.82,4.85,Drip,3,67.35,29.94,56.83,2.73,1.59,0,1,0.0,38051.8,910.9,10.78,Malnad,30307.19
banana,Annual,Red Loam,4.63,256.56,46.51,219.23,2.83,3423.2,30.2,24.09,35.66,86.41,6.36,Sprinkler,4,155.91,38.96,67.32,3.69,9.29,1,1,0.0,35945.6,383.2,14.41,Midland,35412.81
banana,Annual,Laterite,6.08,267.18,23.25,295.99,2.95,3404.2,28.19,22.77,34.8,76.98,4.07,Canal,3,126.66,37.68,50.07,2.6,9.18,1,0,0.0,32679.3,742.6,7.17,Malnad,33872.03
banana,Annual,Sandy Loam,6.14,224.47,59.98,130.6,2.68,3692.1,28.08,23.71,35.74,88.62,6.29,Canal,6,90.03,58.58,69.74,0.91,7.45,0,0,0.0,33213.1,527.8,4.11,Malnad,34932.12
banana,Annual,Clay Loam,4.86,274.42,44.71,179.73,1.98,3221.0,23.52,19.49,30.58,88.06,4.88,Sprinkler,4,188.64,46.14,61.71,1.74,4.31,0,1,0.0,36087.8,811.2,20.71,Malnad,33882.31
banana,Annual,Laterite,4.75,330.91,58.07,129.59,2.57,2994.7,28.46,19.94,35.29,80.63,4.03,Sprinkler,3,131.67,72.19,126.12,2.4,0.94,0,1,0.0,28445.3,486.0,6.74,Malnad,33360.32
banana,Annual,Red Loam,5.23,127.07,31.82,173.54,3.44,3123.4,27.08,19.77,33.55,84.97,4.43,Drip,3,180.59,69.17,62.55,2.04,9.54,0,0,0.0,34072.3,24.7,13.06,Coastal,32527.87
banana,Annual,Laterite,5.51,140.05,49.62,265.62,2.32,3694.1,25.05,20.12,31.13,82.02,7.09,Canal,3,73.04,75.84,54.15,1.05,4.89,0,1,0.0,28723.3,662.8,1.75,Malnad,33665.91
banana,Annual,Laterite,5.58,260.57,42.42,94.66,1.97,3175.0,23.37,18.12,31.27,65.78,7.31,Drip,1,187.57,33.98,133.18,0.87,2.16,0,0,0.0,37435.8,740.9,19.3,Malnad,32063.4
banana,Annual,Red Loam,5.84,192.75,28.99,85.26,3.37,3032.8,27.53,23.47,31.44,70.31,5.14,Drip,3,78.47,77.77,79.77,2.52,8.46,1,1,0.0,32817.1,381.1,32.41,Midland,31987.13
banana,Annual,Laterite,6.09,123.79,27.34,298.22,2.61,2901.5,29.02,23.24,35.56,66.69,4.17,Drip,1,142.14,29.23,85.98,0.98,3.06,1,1,0.0,35130.8,865.2,20.68,Malnad,32050.62
banana,Annual,Clay Loam,6.07,271.56,36.81,136.95,2.83,3177.0,24.82,18.07,35.19,75.07,4.76,Drip,1,119.5,55.57,133.46,0.97,8.09,1,1,0.0,31873.2,571.7,31.82,Malnad,34059.25
banana,Annual,Red Loam,4.54,250.39,24.58,263.23,1.42,3522.9,30.82,19.03,35.9,70.27,6.31,Sprinkler,4,62.29,76.75,81.23,2.73,7.66,0,1,0.0,38071.7,184.4,6.21,Midland,33330.15
banana,Annual,Laterite,4.77,237.08,12.68,232.39,2.86,3486.9,30.47,19.83,33.81,79.21,3.99,Canal,4,81.12,58.94,49.06,1.28,9.43,1,1,0.0,34370.0,328.4,13.82,Midland,33317.97
banana,Annual,Laterite,5.12,303.77,51.92,84.45,1.1,2898.6,25.04,20.52,33.29,85.13,3.51,Sprinkler,4,174.21,33.26,118.57,1.48,4.01,0,1,0.0,37730.2,294.7,5.05,Midland,32536.46
banana,Annual,Red Loam,6.25,334.37,29.63,138.31,1.21,3347.8,31.33,26.01,34.86,73.22,7.26,Sprinkler,5,86.3,75.25,107.82,1.33,8.58,1,0,0.0,36968.3,206.6,17.57,Midland,33870.08
banana,Annual,Red Loam,5.77,284.67,34.14,149.44,2.83,3651.1,31.12,24.04,34.24,73.72,4.07,Drip,2,141.93,77.28,128.57,0.9,8.55,1,1,0.0,27492.2,750.2,3.89,Malnad,35539.93
banana,Annual,Laterite,5.35,329.6,37.04,284.96,3.48,2865.5,22.03,18.73,35.8,86.11,5.78,Drip,3,165.99,41.7,143.01,0.73,2.42,0,0,0.0,38083.3,665.2,23.09,Malnad,33415.74
banana,Annual,Red Loam,5.53,237.1,47.69,179.72,2.13,3090.9,28.26,18.22,31.82,86.37,6.41,Canal,5,73.12,25.21,77.81,1.92,4.72,1,1,0.0,29472.0,134.1,16.61,Midland,34458.55
banana,Annual,Clay Loam,5.42,340.7,34.92,121.23,0.83,2982.5,31.98,27.53,35.93,66.8,4.13,Sprinkler,5,169.81,59.9,128.51,2.86,5.47,0,1,0.0,27612.4,446.8,34.1,Malnad,33634.21
banana,Annual,Clay Loam,4.82,247.96,48.66,87.68,2.7,2858.5,26.99,18.86,33.15,78.22,6.06,Sprinkler,4,158.08,58.07,100.75,3.63,9.42,0,0,0.0,30716.5,503.6,20.4,Malnad,33059.23
banana,Annual,Red Loam,5.02,337.09,26.15,121.49,1.63,3701.5,27.85,19.0,35.7,89.81,6.73,Canal,4,180.2,56.15,124.38,2.03,4.45,0,0,0.0,29947.6,325.1,9.24,Midland,36489.19
banana,Annual,Laterite,4.7,287.38,54.67,254.54,2.17,2905.7,29.58,25.56,35.02,65.96,5.19,Drip,1,181.26,58.45,143.7,3.84,7.52,0,0,0.0,27547.6,747.4,30.74,Malnad,32297.12
banana,Annual,Red Loam,4.57,102.28,29.7,158.69,2.55,2816.2,31.52,26.2,34.65,90.64,7.41,Drip,1,141.34,30.97,142.1,3.74,1.01,1,1,0.0,37274.8,515.3,17.39,Malnad,30643.94
banana,Annual,Red Loam,6.27,125.07,41.64,127.04,1.79,3414.4,26.28,20.75,33.28,67.05,5.96,Drip,1,115.9,37.82,122.43,1.59,1.71,1,0,0.0,29565.8,94.9,27.05,Coastal,32043.22
banana,Annual,Red Loam,5.28,161.69,22.16,158.6,2.99,3090.1,31.45,21.84,34.75,69.36,5.35,Canal,7,127.72,35.37,108.75,0.72,6.94,1,0,0.0,31957.5,206.6,31.6,Midland,31719.72
banana,Annual,Clay Loam,6.0,283.92,37.35,170.5,2.81,3599.5,30.44,24.81,35.56,87.36,6.93,Drip,1,154.02,78.89,43.4,2.7,0.85,1,1,0.0,28485.9,742.6,25.86,Malnad,35315.16
banana,Annual,Red Loam,5.01,317.57,31.9,109.33,2.89,2958.3,27.29,21.41,35.24,79.07,3.68,Drip,2,105.77,39.2,57.02,2.12,6.26,0,1,0.0,30853.4,902.8,26.64,Malnad,31772.84
banana,Annual,Laterite,5.94,220.57,13.68,108.11,2.43,3095.7,27.96,18.57,34.72,90.66,5.27,Canal,7,113.85,51.35,144.27,2.63,4.2,0,1,0.0,37862.9,149.3,20.17,Midland,34433.35
banana,Annual,Laterite,5.16,289.12,16.53,257.92,1.73,3642.2,31.36,21.28,35.44,73.8,5.17,Drip,1,105.33,48.66,40.87,1.59,6.99,0,0,0.0,32743.2,276.8,34.07,Midland,31973.01
banana,Annual,Laterite,5.88,281.89,31.89,256.83,2.75,3411.3,29.44,21.38,33.08,88.71,6.05,Canal,4,185.67,76.34,86.39,2.92,8.47,1,1,0.0,38349.0,53.9,13.43,Coastal,37114.88
banana,Annual,Laterite,4.83,226.08,44.5,251.99,2.52,2859.9,27.15,20.22,31.53,87.92,5.7,Sprinkler,4,188.76,28.93,128.35,2.75,4.19,1,0,0.0,33834.7,564.1,27.61,Malnad,33815.94
banana,Annual,Laterite,6.21,143.73,32.39,88.09,1.26,2971.8,30.15,21.75,35.43,72.28,6.39,Drip,1,124.91,64.49,78.62,1.57,5.44,1,0,0.0,33148.1,235.7,19.11,Midland,30181.09
banana,Annual,Red Loam,5.8,290.97,28.73,237.84,3.22,3334.1,26.14,20.44,35.53,90.86,5.45,Sprinkler,4,111.37,41.65,94.56,2.45,8.3,0,1,0.0,35883.5,385.6,22.79,Midland,35311.05
banana,Annual,Clay Loam,5.83,279.76,38.79,106.64,1.88,3352.8,24.18,19.93,32.57,68.4,3.84,Rainfed,0,125.2,24.24,111.13,3.75,6.51,0,0,0.0,36239.3,115.7,31.37,Midland,31389.19
banana,Annual,Red Loam,6.48,217.39,55.41,128.92,2.58,3602.4,29.85,22.85,35.08,68.56,4.33,Drip,1,136.65,51.89,141.8,3.54,2.18,0,0,0.0,31019.8,949.1,5.94,Malnad,32612.92
banana,Annual,Sandy Loam,6.11,311.07,22.32,278.64,2.27,2874.6,28.06,18.64,33.75,79.43,6.07,Sprinkler,2,182.96,64.51,148.47,0.53,6.03,1,1,0.0,38206.0,243.4,4.69,Midland,34966.9
banana,Annual,Clay Loam,4.76,342.55,29.58,186.14,2.52,3114.8,26.65,20.53,30.65,72.46,3.88,Canal,4,126.39,54.43,135.1,1.15,1.28,0,0,0.0,37239.8,53.9,24.85,Coastal,33076.85
banana,Annual,Laterite,6.21,308.57,15.06,165.12,1.74,2898.8,31.61,25.45,35.45,74.87,7.39,Drip,1,139.18,58.05,52.72,3.2,2.25,1,0,0.0,32953.6,645.7,3.96,Malnad,31006.23
banana,Annual,Laterite,5.8,130.31,30.61,296.67,2.64,3030.9,26.61,18.92,35.73,78.68,4.3,Drip,2,76.07,25.73,47.56,1.9,9.04,0,1,0.0,28116.3,71.4,5.67,Coastal,31409.2
banana,Annual,Clay Loam,4.65,269.72,18.65,248.57,1.56,3252.0,24.27,19.65,32.35,83.32,6.27,Drip,3,134.06,33.02,46.83,4.06,1.04,1,0,0.0,32540.3,862.3,18.72,Malnad,32218.34
banana,Annual,Red Loam,4.56,247.68,30.75,144.58,2.92,2942.2,30.94,19.03,34.79,65.83,4.32,Sprinkler,2,126.64,37.05,49.26,3.78,1.76,1,0,0.0,30700.3,675.4,25.0,Malnad,29804.2
banana,Annual,Clay Loam,4.65,200.85,57.73,178.27,2.42,3683.4,29.81,20.37,35.07,82.99,6.94,Canal,5,155.89,49.82,122.72,2.47,0.9,1,1,0.0,31013.8,508.5,0.79,Malnad,36503.96
banana,Annual,Laterite,5.25,239.29,56.77,80.48,2.64,3295.8,31.2,18.14,35.32,91.49,6.0,Drip,1,90.32,73.26,98.62,1.73,9.02,1,1,0.0,31194.0,694.8,18.9,Malnad,33301.79
banana,Annual,Laterite,5.52,304.33,50.43,277.62,1.47,2894.1,22.91,18.19,31.19,77.17,3.51,Canal,4,180.59,39.1,99.44,3.82,2.06,1,0,0.0,29497.6,708.9,23.37,Malnad,32454.17
banana,Annual,Red Loam,5.14,275.67,47.91,114.57,2.9,3023.8,24.91,20.49,33.39,87.84,3.57,Drip,3,170.92,34.78,146.12,2.48,1.98,1,1,0.0,38307.2,378.0,21.49,Midland,34743.61
banana,Annual,Red Loam,6.31,341.42,21.68,183.29,2.59,3591.9,31.55,21.66,34.9,81.88,7.5,Canal,3,77.48,77.04,62.95,2.41,5.81,1,1,0.0,34997.0,466.4,24.75,Malnad,34970.32
banana,Annual,Red Loam,4.82,177.58,25.17,292.39,1.63,2972.5,26.1,19.96,35.24,84.75,5.69,Canal,5,67.2,27.61,48.11,4.39,9.01,1,0,0.0,34576.7,946.7,8.81,Malnad,30809.42
banana,Annual,Red Loam,5.55,159.16,18.43,102.51,1.4,3536.4,22.81,18.2,29.23,73.14,5.76,Canal,3,114.14,68.63,44.01,1.87,1.24,1,1,0.0,28440.1,54.8,19.41,Coastal,32181.83
banana,Annual,Sandy Loam,5.25,280.81,43.16,175.7,2.19,2947.8,23.59,19.24,31.58,75.9,3.96,Rainfed,0,165.15,51.63,108.62,1.71,2.24,1,1,0.0,38150.8,41.3,1.8,Coastal,32563.18
banana,Annual,Red Loam,5.37,286.74,57.45,292.68,1.53,3000.3,27.99,18.5,34.43,80.94,4.72,Drip,1,199.56,44.17,109.9,3.44,9.21,1,1,0.0,31950.0,299.0,2.44,Midland,34836.07
